"source","component_type","category","material_name_en","material_name_cn","color_or_family","grade","form","size_mm","dimensions_mm","public_price_usd","price_type","availability","local_image_path","image_file","source_item_id","notes"
"Annflora Crystal Weave","bead","Cinnabar","High-Content Red Sand","高含量红砂","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_038.jpg","prod_038.jpg","prod_038_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Citrine Cat Paw","黄水晶猫爪","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","unavailable","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_090.png","prod_090.png","prod_090_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Citrine Tower","黄塔晶","not disclosed","not disclosed","special form (see name)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_089.png","prod_089.png","prod_089_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Citrine Tower","黄塔晶","not disclosed","not disclosed","special form (see name)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_089.png","prod_089.png","prod_089_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Citrine Tower","黄塔晶","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_089.png","prod_089.png","prod_089_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Lemon Citrine (Transparent)","透体柠檬黄水晶","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_088.png","prod_088.png","prod_088_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Lemon Citrine (Transparent)","透体柠檬黄水晶","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_088.png","prod_088.png","prod_088_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Citrine","Lemon Citrine (Transparent)","透体柠檬黄水晶","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_088.png","prod_088.png","prod_088_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Bridal Sparkle White Azeztulite","婚纱闪白阿塞","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_054.jpg","prod_054.jpg","prod_054_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Bridal Sparkle White Azeztulite","婚纱闪白阿塞","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_054.jpg","prod_054.jpg","prod_054_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Bridal Sparkle White Azeztulite","婚纱闪白阿塞","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_054.jpg","prod_054.jpg","prod_054_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz (Pure)","净体白水晶","not disclosed","not disclosed","not stated (round-looking image)","6","6","3","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_052.png","prod_052.png","prod_052_6mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz (Pure)","净体白水晶","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_052.png","prod_052.png","prod_052_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz (Pure)","净体白水晶","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_052.png","prod_052.png","prod_052_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz (Pure)","净体白水晶","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_052.png","prod_052.png","prod_052_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Bear","白水晶小熊","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","unavailable","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_057.png","prod_057.png","prod_057_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Bow","白水晶蝴蝶结","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","unavailable","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_061.png","prod_061.png","prod_061_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Cube (Large)","白水晶立方（大）","not disclosed","not disclosed","special form (see name)","14","14","16","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_059.png","prod_059.png","prod_059_14mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Cube (Small)","白水晶立方（小）","not disclosed","not disclosed","special form (see name)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_059.png","prod_059.png","prod_059_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Freeform","白水晶随形","not disclosed","not disclosed","non-round (10 x 8 mm)","10","8 x 10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_063.png","prod_063.png","prod_063","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Freeform Cube","白水晶方体随形","not disclosed","not disclosed","special form (see name)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_058.png","prod_058.png","prod_058","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Kitty Cat","白水晶 Kitty 猫","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","unavailable","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_055.png","prod_055.png","prod_055_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Pill Bead","白水晶药片珠","not disclosed","not disclosed","non-round (5 x 9 mm)","9","9 x 5","3","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_060.png","prod_060.png","prod_060","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Clear Quartz Rondelle","白水晶跑环","not disclosed","not disclosed","non-round (4 x 15 mm)","15","15 x 4","3","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_062.png","prod_062.png","prod_062","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Faceted Clear Quartz Sugar Cube","白水晶刻面方糖","not disclosed","not disclosed","special form (see name)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_056.png","prod_056.png","prod_056_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Milky Quartz","奶白晶","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_053.png","prod_053.png","prod_053_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Milky Quartz","奶白晶","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_053.png","prod_053.png","prod_053_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Clear Quartz","Milky Quartz","奶白晶","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_053.png","prod_053.png","prod_053_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Feather Fluorite","羽毛萤石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_079.png","prod_079.png","prod_079_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Feather Fluorite","羽毛萤石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_079.png","prod_079.png","prod_079_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Feather Fluorite","羽毛萤石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_079.png","prod_079.png","prod_079_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Green Fluorite","绿萤石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_078.png","prod_078.png","prod_078_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Green Fluorite","绿萤石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_078.png","prod_078.png","prod_078_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Fluorite","Green Fluorite","绿萤石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_078.png","prod_078.png","prod_078_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Red Garden Quartz","红胶花","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_071.png","prod_071.png","prod_071_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Red Garden Quartz","红胶花","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_071.png","prod_071.png","prod_071_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Red Garden Quartz","红胶花","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_071.png","prod_071.png","prod_071_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Yellow Garden Quartz","黄胶花","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_072.png","prod_072.png","prod_072_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Yellow Garden Quartz","黄胶花","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_072.png","prod_072.png","prod_072_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Garden Quartz","Yellow Garden Quartz","黄胶花","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_072.png","prod_072.png","prod_072_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Hetian Jade","和田玉","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_043.png","prod_043.png","prod_043_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Hetian Jade","和田玉","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_043.png","prod_043.png","prod_043_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Hetian Jade","和田玉","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_043.png","prod_043.png","prod_043_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Xiuyan Jade (Green)","青提岫玉","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_044.png","prod_044.png","prod_044_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Xiuyan Jade (Green)","青提岫玉","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_044.png","prod_044.png","prod_044_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Jade","Xiuyan Jade (Green)","青提岫玉","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_044.png","prod_044.png","prod_044_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Blue Moonstone","蓝月光","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_035.png","prod_035.png","prod_035_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Blue Moonstone","蓝月光","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_035.png","prod_035.png","prod_035_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Blue Moonstone","蓝月光","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_035.png","prod_035.png","prod_035_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Grey Moonstone","灰月光","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_034.png","prod_034.png","prod_034_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Grey Moonstone","灰月光","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_034.png","prod_034.png","prod_034_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Moonstone","Grey Moonstone","灰月光","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_034.png","prod_034.png","prod_034_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Faceted Obsidian Sphere","黑曜石刻面球","not disclosed","not disclosed","special form (see name)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_033.png","prod_033.png","prod_033_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Golden Obsidian","金曜石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_029.png","prod_029.png","prod_029_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Golden Obsidian","金曜石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_029.png","prod_029.png","prod_029_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Golden Obsidian","金曜石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_029.png","prod_029.png","prod_029_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Ice Obsidian","冰曜石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_028.png","prod_028.png","prod_028_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Ice Obsidian","冰曜石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_028.png","prod_028.png","prod_028_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Ice Obsidian","冰曜石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_028.png","prod_028.png","prod_028_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Obsidian","黑曜石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_032.png","prod_032.png","prod_032_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Obsidian","黑曜石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_032.png","prod_032.png","prod_032_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Obsidian","黑曜石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_032.png","prod_032.png","prod_032_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Silver Obsidian","银曜石","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_030.png","prod_030.png","prod_030_8mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Silver Obsidian","银曜石","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_030.png","prod_030.png","prod_030_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Silver Obsidian","银曜石","not disclosed","not disclosed","not stated (round-looking image)","12","12","12","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_030.png","prod_030.png","prod_030_12mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Obsidian","Silver Obsidian Barrel Bead","银曜石桶珠","not disclosed","not disclosed","not stated (round-looking image)","10","10","8","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_031.png","prod_031.png","prod_031_10mm","One local image may serve several size variants."
"Annflora Crystal Weave","bead","Others","Black Tourmaline","黑碧玺","not disclosed","not disclosed","not stated (round-looking image)","8","8","5","source material-card price","not stated","D:\Code\knowledge-base\01-AI营销\04-选品库\C端\01-疗愈水晶\07-互动工具\crystal-bracelet-builder\data\v3\research\overseas-visual-evidence\annflora-crystal-weave-20260713\prod_012.png","prod_012.png","prod_012_8mm","One local image may serve several size variants."
